name,price,color,mileage,brand,model,location,date_displayed,transmission,air_conditioner,power_steering,remote_control,item_url,year,log_price,car_age,km_per_year,search_text
Peugeot 301 2014,550000.0,Dark grey,137000.0,Peugeot,301,Cairo,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/peugeot/301/6286475,2014.0,13.217675375388819,12.0,11416.666666666666,brand Peugeot model 301 name Peugeot 301 2014 location Cairo color Dark grey transmission Automatic
Brilliance X 30 2019,400000.0,White,70000.0,Brilliance,X 30,Kom Hamada,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/brilliance/x-30/6286512,2019.0,12.899222326086994,7.0,10000.0,brand Brilliance model X 30 name Brilliance X 30 2019 location Kom Hamada color White transmission Manual
Skoda Octavia A8 2022,2200000.0,Black,30000.0,Skoda,Octavia A8,Nasr city,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/Octavia-A8/6286511,2022.0,14.603968372873895,4.0,7500.0,brand Skoda model Octavia A8 name Skoda Octavia A8 2022 location Nasr city color Black transmission Automatic
MG 6 2022,1500000.0,White,22000.0,MG,6,Nasr city,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-6/6286430,2022.0,14.220976332738882,4.0,5500.0,brand MG model 6 name MG 6 2022 location Nasr city color White transmission Automatic
Toyota Corolla 2008,650000.0,White,200000.0,Toyota,Corolla,Quesna,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6286509,2008.0,13.384729180332174,18.0,11111.111111111111,brand Toyota model Corolla name Toyota Corolla 2008 location Quesna color White transmission Manual
Skoda Octavia A8 2024,3900000.0,Black,7000.0,Skoda,Octavia A8,El Haram,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A8/6286503,2024.0,15.176487367510099,2.0,3500.0,brand Skoda model Octavia A8 name Skoda Octavia A8 2024 location El Haram color Black transmission Manual
Peugeot 405 2007,190000.0,Dark grey,143000.0,Peugeot,405,Imbaba,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/peugeot/405/6286500,2007.0,12.154784614286667,19.0,7526.315789473684,brand Peugeot model 405 name Peugeot 405 2007 location Imbaba color Dark grey transmission Manual
Speranza A620 2009,335000.0,Dark grey,147000.0,Speranza,A620,Sharqia,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/speranza/a620/6286491,2009.0,12.721888795877375,17.0,8647.058823529413,brand Speranza model A620 name Speranza A620 2009 location Sharqia color Dark grey transmission Automatic
Chevrolet Optra 2014,515000.0,White,189000.0,Chevrolet,Optra,Mokattam,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6280590,2014.0,13.151924121391561,12.0,15750.0,brand Chevrolet model Optra name Chevrolet Optra 2014 location Mokattam color White transmission Automatic
MG 5 2020,640000.0,Black,90000.0,MG,5,Dokki,2024-02-15,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6286484,2020.0,13.369225017834633,6.0,15000.0,brand MG model 5 name MG 5 2020 location Dokki color Black transmission Automatic
Speranza A620 2008,325000.0,Black,195000.0,Speranza,A620,Sharqia,2024-02-15,Automatic,Yes,Yes,No,https://eg.hatla2ee.com/en/car/speranza/a620/6286478,2008.0,12.691583538230217,18.0,10833.333333333334,brand Speranza model A620 name Speranza A620 2008 location Sharqia color Black transmission Automatic
Speranza A620 2007,315000.0,Silver,142000.0,Speranza,A620,Sharqia,2024-02-15,Automatic,Yes,Yes,No,https://eg.hatla2ee.com/en/car/speranza/a620/6286472,2007.0,12.660331092405906,19.0,7473.684210526316,brand Speranza model A620 name Speranza A620 2007 location Sharqia color Silver transmission Automatic
Fiat Tipo 2021,1100000.0,Gray,49800.0,Fiat,Tipo,Tagamo3 - New Cairo,2024-02-15,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6274497,2021.0,13.910821646859095,5.0,9960.0,brand Fiat model Tipo name Fiat Tipo 2021 location Tagamo3 - New Cairo color Gray transmission Automatic
Peugeot 301 2016,650000.0,Brown,97000.0,Peugeot,301,Tagamo3 - New Cairo,2024-02-15,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/peugeot/301/6274463,2016.0,13.384729180332174,10.0,9700.0,brand Peugeot model 301 name Peugeot 301 2016 location Tagamo3 - New Cairo color Brown transmission Automatic
Peugeot 301 2018,785000.0,Bronze,37000.0,Peugeot,301,Tagamo3 - New Cairo,2024-02-15,Automatic,No,No,Yes,https://eg.hatla2ee.com/en/car/peugeot/301/6274439,2018.0,13.573440270649085,8.0,4625.0,brand Peugeot model 301 name Peugeot 301 2018 location Tagamo3 - New Cairo color Bronze transmission Automatic
Mitsubishi Lancer EX Shark 2016,800000.0,Silver,185000.0,Mitsubishi,Lancer EX Shark,Cairo,2024-02-15,Manual,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6274385,2016.0,13.592368256649284,10.0,18500.0,brand Mitsubishi model Lancer EX Shark name Mitsubishi Lancer EX Shark 2016 location Cairo color Silver transmission Manual
Chevrolet Optra 2006,425000.0,White,280000.0,Chevrolet,Optra,Ismailia,2024-02-15,Manual,No,No,No,https://eg.hatla2ee.com/en/car/chevrolet/optra/6274490,2006.0,12.959846800844963,20.0,14000.0,brand Chevrolet model Optra name Chevrolet Optra 2006 location Ismailia color White transmission Manual
Opel Astra 2012,725000.0,Blue,70000.0,Opel,Astra,Cairo,2024-02-15,Manual,No,No,No,https://eg.hatla2ee.com/en/car/opel/astra/6286455,2012.0,13.493928313146206,14.0,5000.0,brand Opel model Astra name Opel Astra 2012 location Cairo color Blue transmission Manual
Mitsubishi Lancer 2016,800000.0,Black,140000.0,Mitsubishi,Lancer,Cairo,2024-02-15,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/lancer/6286449,2016.0,13.592368256649284,10.0,14000.0,brand Mitsubishi model Lancer name Mitsubishi Lancer 2016 location Cairo color Black transmission Automatic
Mitsubishi Lancer Puma 2008,530000.0,Silver,213000.0,Mitsubishi,Lancer Puma,Faiyum,2024-02-15,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6286446,2008.0,13.180634172318978,18.0,11833.333333333334,brand Mitsubishi model Lancer Puma name Mitsubishi Lancer Puma 2008 location Faiyum color Silver transmission Automatic
Isuzu D max 2023,2000000.0,Dark grey,40000.0,Isuzu,D max,Mit Ghamr,2024-02-15,Manual,No,No,No,https://eg.hatla2ee.com/en/car/isuzu/dmax/6286434,2023.0,14.508658238524095,3.0,13333.333333333334,brand Isuzu model D max name Isuzu D max 2023 location Mit Ghamr color Dark grey transmission Manual
MG ZS 2021,950000.0,Red,95000.0,MG,ZS,Maadi,2024-02-15,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/zs/6286431,2021.0,13.76421831620775,5.0,19000.0,brand MG model ZS name MG ZS 2021 location Maadi color Red transmission Automatic
Geely Emgrand X7 2019,960000.0,White,35000.0,Geely,Emgrand X7,Alexandria,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/geely/emgrand-x7/6140721,2019.0,13.774689605110144,7.0,5000.0,brand Geely model Emgrand X7 name Geely Emgrand X7 2019 location Alexandria color White transmission Automatic
Saipa Pride 2014,270000.0,Gray,108000.0,Saipa,Pride,6 October,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/saipa/saipa-pride/6216090,2014.0,12.506180941677357,12.0,9000.0,brand Saipa model Pride name Saipa Pride 2014 location 6 October color Gray transmission Manual
Chery Arrizo 5 2021,565000.0,White,106000.0,Chery,Arrizo 5,Suez,2024-02-16,Manual,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6285930,2021.0,13.244582780038517,5.0,21200.0,brand Chery model Arrizo 5 name Chery Arrizo 5 2021 location Suez color White transmission Manual
Hyundai Accent RB 2017,680000.0,Black,130000.0,Hyundai,Accent RB,Cairo,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Accent-RB/6274574,2017.0,13.429849547739444,9.0,14444.444444444445,brand Hyundai model Accent RB name Hyundai Accent RB 2017 location Cairo color Black transmission Automatic
Mitsubishi Lancer EX Shark 2014,770000.0,Dark red,150000.0,Mitsubishi,Lancer EX Shark,Cairo,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6271838,2014.0,13.554147092530322,12.0,12500.0,brand Mitsubishi model Lancer EX Shark name Mitsubishi Lancer EX Shark 2014 location Cairo color Dark red transmission Manual
Nissan Sunny 2020,600000.0,Black,190000.0,Nissan,Sunny,Obour City,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6286080,2020.0,13.304686600863562,6.0,31666.666666666668,brand Nissan model Sunny name Nissan Sunny 2020 location Obour City color Black transmission Automatic
Chevrolet Cruze 2013,535000.0,Eggplant,170000.0,Chevrolet,Cruze,Obour City,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/cruze/6286065,2013.0,13.190023895035274,13.0,13076.923076923076,brand Chevrolet model Cruze name Chevrolet Cruze 2013 location Obour City color Eggplant transmission Automatic
Skoda Fabia 2012,330000.0,Silver,220000.0,Skoda,Fabia,Nasr city,2024-02-16,Manual,No,No,No,https://eg.hatla2ee.com/en/car/skoda/fabia/6286059,2012.0,12.706850963741102,14.0,15714.285714285714,brand Skoda model Fabia name Skoda Fabia 2012 location Nasr city color Silver transmission Manual
Kia Rio 2013,600000.0,Black,185000.0,Kia,Rio,Obour City,2024-02-16,Automatic,Yes,Yes,No,https://eg.hatla2ee.com/en/car/kia/rio/6286050,2013.0,13.304686600863562,13.0,14230.76923076923,brand Kia model Rio name Kia Rio 2013 location Obour City color Black transmission Automatic
MG 5 2021,950000.0,Black,65000.0,MG,5,Alexandria,2024-02-15,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6286415,2021.0,13.76421831620775,5.0,13000.0,brand MG model 5 name MG 5 2021 location Alexandria color Black transmission Automatic
Peugeot 406 2001,295000.0,Gold,186000.0,Peugeot,406,Qalyubia,2024-02-15,Automatic,Yes,No,Yes,https://eg.hatla2ee.com/en/car/peugeot/406/6280478,2001.0,12.59473402514672,25.0,7440.0,brand Peugeot model 406 name Peugeot 406 2001 location Qalyubia color Gold transmission Automatic
Chery Tiggo 7 2021,1200000.0,Gray,33000.0,Chery,Tiggo 7,Alexandria,2024-02-15,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo-7/6280443,2021.0,13.997832948091215,5.0,6600.0,brand Chery model Tiggo 7 name Chery Tiggo 7 2021 location Alexandria color Gray transmission Automatic
Suzuki Maruti 2011,195000.0,Silver,53000.0,Suzuki,Maruti,Damietta,2024-02-15,Manual,No,No,No,https://eg.hatla2ee.com/en/car/suzuki/maruti/6286394,2011.0,12.180759965737863,15.0,3533.3333333333335,brand Suzuki model Maruti name Suzuki Maruti 2011 location Damietta color Silver transmission Manual
Canghe Q35 2018,680000.0,Bronze,183000.0,Canghe,Q35,Hurghada,2024-02-15,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/changhe/Q35/6286395,2018.0,13.429849547739444,8.0,22875.0,brand Canghe model Q35 name Canghe Q35 2018 location Hurghada color Bronze transmission Automatic
Jac J7 2021,1050000.0,White,48000.0,Jac,J7,Alexandria,2024-02-15,Automatic,Yes,Yes,No,https://eg.hatla2ee.com/en/car/jac/J7/6286398,2021.0,13.864301674514206,5.0,9600.0,brand Jac model J7 name Jac J7 2021 location Alexandria color White transmission Automatic
Mercedes C 200 2009,1150000.0,Silver,220000.0,Mercedes,C 200,Cairo,2024-02-15,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/c-200/6286391,2009.0,13.955273369904273,17.0,12941.176470588236,brand Mercedes model C 200 name Mercedes C 200 2009 location Cairo color Silver transmission Automatic
Isuzu D max 2010,680000.0,White,,Isuzu,D max,Aswan,2024-02-15,Manual,No,No,No,https://eg.hatla2ee.com/en/car/isuzu/dmax/6274311,2010.0,13.429849547739444,16.0,,brand Isuzu model D max name Isuzu D max 2010 location Aswan color White transmission Manual
Opel Astra 2021,1250000.0,Black,15000.0,Opel,Astra,6 October,2024-02-15,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/astra/6274373,2021.0,14.038654909278163,5.0,3000.0,brand Opel model Astra name Opel Astra 2021 location 6 October color Black transmission Automatic
Toyota Corolla 2003,550000.0,Silver,200000.0,Toyota,Corolla,Amreya,2024-02-15,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6274358,2003.0,13.217675375388819,23.0,8695.652173913044,brand Toyota model Corolla name Toyota Corolla 2003 location Amreya color Silver transmission Automatic
Nissan Sunny 2013,400000.0,Black,127000.0,Nissan,Sunny,Mohandessin,2024-02-15,Manual,No,No,No,https://eg.hatla2ee.com/en/car/nissan/sunny/6274377,2013.0,12.899222326086994,13.0,9769.23076923077,brand Nissan model Sunny name Nissan Sunny 2013 location Mohandessin color Black transmission Manual
Changan Benni 2016,380000.0,Red,41000.0,Changan,Benni,Alexandria,2024-02-15,Automatic,Yes,Yes,No,https://eg.hatla2ee.com/en/car/changan/benni/6286370,2016.0,12.847929163278053,10.0,4100.0,brand Changan model Benni name Changan Benni 2016 location Alexandria color Red transmission Automatic
Kia Soul 2013,800000.0,White,120000.0,Kia,Soul,Dyarb Negm,2024-02-15,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/soul/6286329,2013.0,13.592368256649284,13.0,9230.76923076923,brand Kia model Soul name Kia Soul 2013 location Dyarb Negm color White transmission Automatic
Kia Cerato 2014,900000.0,White,125000.0,Kia,Cerato,Alexandria,2024-02-15,Automatic,Yes,No,Yes,https://eg.hatla2ee.com/en/car/kia/cerato/6286326,2014.0,13.710151153416941,12.0,10416.666666666666,brand Kia model Cerato name Kia Cerato 2014 location Alexandria color White transmission Automatic
Kia Rio 2017,520000.0,Petroleum,66000.0,Kia,Rio,Alexandria,2024-02-15,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/kia/rio/6286322,2017.0,13.161586013632684,9.0,7333.333333333333,brand Kia model Rio name Kia Rio 2017 location Alexandria color Petroleum transmission Automatic
Hyundai Elantra HD 2019,850000.0,Petroleum,134000.0,Hyundai,Elantra HD,6 October,2024-02-15,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/6286323,2019.0,13.652992804936396,7.0,19142.85714285714,brand Hyundai model Elantra HD name Hyundai Elantra HD 2019 location 6 October color Petroleum transmission Automatic
Toyota Corolla 2008,565000.0,Black,120000.0,Toyota,Corolla,Imbaba,2024-02-15,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6286311,2008.0,13.244582780038517,18.0,6666.666666666667,brand Toyota model Corolla name Toyota Corolla 2008 location Imbaba color Black transmission Automatic
Chevrolet N300 2023,710000.0,White,,Chevrolet,N300,Shobra,2024-02-15,Manual,Yes,No,Yes,https://eg.hatla2ee.com/en/car/chevrolet/n300/6286304,2023.0,13.47302165746721,3.0,,brand Chevrolet model N300 name Chevrolet N300 2023 location Shobra color White transmission Manual
Hyundai Elantra MD 2012,750000.0,Black,145000.0,Hyundai,Elantra MD,10th of Ramadan,2024-02-15,Manual,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6209592,2012.0,13.527829818844937,14.0,10357.142857142857,brand Hyundai model Elantra MD name Hyundai Elantra MD 2012 location 10th of Ramadan color Black transmission Manual
Audi A7 2022,2000000.0,Black,36000.0,Audi,A7,Kafr el-Sheikh,2024-02-15,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/audi/a7/6286302,2022.0,14.508658238524095,4.0,9000.0,brand Audi model A7 name Audi A7 2022 location Kafr el-Sheikh color Black transmission Automatic
Hyundai Getz 2010,485000.0,Red,131000.0,Hyundai,Getz,Zagazig,2024-02-15,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/getz/6286298,2010.0,13.091906231773164,16.0,8187.5,brand Hyundai model Getz name Hyundai Getz 2010 location Zagazig color Red transmission Automatic
Toyota Corolla 2023,1700000.0,Silver,,Toyota,Corolla,Cairo,2024-02-15,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6286292,2023.0,14.346139397261565,3.0,,brand Toyota model Corolla name Toyota Corolla 2023 location Cairo color Silver transmission Automatic
Hyundai Elantra MD 2012,735000.0,Silver,135000.0,Hyundai,Elantra MD,Cairo,2024-02-15,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6280373,2012.0,13.507627138738266,14.0,9642.857142857143,brand Hyundai model Elantra MD name Hyundai Elantra MD 2012 location Cairo color Silver transmission Automatic
Renault Duster 2018,900000.0,Gold,100000.0,Renault,Duster,Heliopolis,2024-02-15,Manual,No,No,No,https://eg.hatla2ee.com/en/car/renault/duster/6280361,2018.0,13.710151153416941,8.0,12500.0,brand Renault model Duster name Renault Duster 2018 location Heliopolis color Gold transmission Manual
Kia Spectra 2003,340000.0,Black,260000.0,Kia,Spectra,Giza,2024-02-15,Manual,No,No,No,https://eg.hatla2ee.com/en/car/kia/spectra/6286109,2003.0,12.73670383776449,23.0,11304.347826086956,brand Kia model Spectra name Kia Spectra 2003 location Giza color Black transmission Manual
Daewoo Lanos 2 2003,310000.0,Silver,128000.0,Daewoo,Lanos 2,Alexandria,2024-02-15,Manual,No,Yes,No,https://eg.hatla2ee.com/en/car/daewoo/lanos-2/6286286,2003.0,12.644330802262578,23.0,5565.217391304348,brand Daewoo model Lanos 2 name Daewoo Lanos 2 2003 location Alexandria color Silver transmission Manual
Chevrolet Cruze 2013,560000.0,Black,30000.0,Chevrolet,Cruze,Obour City,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/cruze/6286041,2013.0,13.235693848424024,13.0,2307.6923076923076,brand Chevrolet model Cruze name Chevrolet Cruze 2013 location Obour City color Black transmission Automatic
Ford EcoSport 2019,650000.0,Champagne,28000.0,Ford,EcoSport,Pyramids Gardens,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/ford/ecosport/6255823,2019.0,13.384729180332174,7.0,4000.0,brand Ford model EcoSport name Ford EcoSport 2019 location Pyramids Gardens color Champagne transmission Automatic
Kia Sportage 2016,1500000.0,Black,140000.0,Kia,Sportage,Nasr city,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6285927,2016.0,14.220976332738882,10.0,14000.0,brand Kia model Sportage name Kia Sportage 2016 location Nasr city color Black transmission Automatic
Citroën C5 2024,2750000.0,Black,1600.0,Citroën,C5,Sheikh Zayed City,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/citroen/C5/6248391,2024.0,14.827111833279051,2.0,800.0,brand Citroën model C5 name Citroën C5 2024 location Sheikh Zayed City color Black transmission Automatic
Hyundai Matrix 2007,530000.0,Silver,135000.0,Hyundai,Matrix,Mansoura,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/matrix/6285881,2007.0,13.180634172318978,19.0,7105.263157894737,brand Hyundai model Matrix name Hyundai Matrix 2007 location Mansoura color Silver transmission Automatic
Kia Sportage 2020,2150000.0,White,70000.0,Kia,Sportage,Pyramids Gardens,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6285878,2020.0,14.580978865220017,6.0,11666.666666666666,brand Kia model Sportage name Kia Sportage 2020 location Pyramids Gardens color White transmission Automatic
Hyundai Elantra 2016,880000.0,Black,120000.0,Hyundai,Elantra,Tagamo3 - New Cairo,2024-02-16,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/elantra/6285818,2016.0,13.68767832281738,10.0,12000.0,brand Hyundai model Elantra name Hyundai Elantra 2016 location Tagamo3 - New Cairo color Black transmission Automatic
